Model Name,MAE,RMSE,WAPE (%),R2 Score
Boosting,2.7861673686168253,6.744282508653579,3.327102912170364,0.9959634490090877
Boosting_custom_with_window,2.7966847890752216,6.720778194444473,3.3396622941478444,0.9959915353287766
LSTM_custom,3.5208977843849527,9.319923938995483,4.204481541141906,0.9922916101463369
Linear,3.6171984974368163,7.7684590197926315,4.319479077344478,0.9946443930906052
LSTM_custom_with_window,3.644157259995771,9.241616874610235,4.351671894771285,0.9924205995107682
LSTM_mae,3.875454585568884,8.516896803500147,4.627875691484889,0.9935627302976738
RandomForest_mae_with_window,3.9419451672584325,8.426004519075459,4.707275447028298,0.9936993941741354
RandomForest_custom_with_window,3.9419451672584325,8.426004519075459,4.707275447028298,0.9936993941741354
MLP,3.9437629942681376,9.188417293236405,4.709446205901558,0.9925076103365211
Polynomial (d=2),3.944128914374826,8.044524397450143,4.709883169547855,0.9942569885611086
LSTM_mae_with_window,4.916711445321659,11.85093396679281,5.87129299994353,0.9875363830976538
RandomForest,5.0002503581184135,9.233322168778317,5.9710510271088575,0.9924341990106541
